iid,sub_class,n_turns,tool_entropy_last10
asottile__pyupgrade-545,wandering,114,0.9709505944546686
asottile__pyupgrade-545,wandering,33,1.9609640474436811
asottile__pyupgrade-890,wandering,55,0.8812908992306927
auth0__auth0-python-477,wandering,41,-0.0
auth0__auth0-python-477,wandering,35,-0.0
auth0__auth0-python-477,wandering,45,1.0
aws-cloudformation__cloudformation-cli-python-plugin-236,wandering,110,-0.0
aws-cloudformation__cloudformation-cli-python-plugin-236,wandering,11,2.921928094887362
aws-cloudformation__cloudformation-cli-python-plugin-236,wandering,49,0.8812908992306927
aws-cloudformation__cloudformation-cli-python-plugin-236,wandering,24,1.4854752972273344
aws-cloudformation__cloudformation-cli-python-plugin-236,wandering,33,1.0
aws-cloudformation__cloudformation-cli-python-plugin-236,wandering,78,1.9219280948873623
benjamincorcoran__sasdocs-41,wandering,59,1.895461844238322
benjamincorcoran__sasdocs-41,wandering,54,2.121928094887362
benjamincorcoran__sasdocs-41,wandering,63,1.5709505944546684
bihealth__biomedsheets-23,wandering,55,1.0
casbin__pycasbin-53,wandering,21,1.9709505944546686
cytomining__pycytominer-62,wandering,21,-0.0
cytomining__pycytominer-62,wandering,33,-0.0
cytomining__pycytominer-62,wandering,21,0.4689955935892812
delph-in__pydelphin-362,wandering,57,1.0
delph-in__pydelphin-362,wandering,39,-0.0
delph-in__pydelphin-362,wandering,42,0.8812908992306927
delph-in__pydelphin-362,wandering,37,2.321928094887362
delph-in__pydelphin-362,wandering,20,2.1709505944546685
delph-in__pydelphin-362,wandering,48,1.9609640474436814
fairlearn__fairlearn-896,wandering,16,1.7219280948873623
fairlearn__fairlearn-896,wandering,43,1.0
google__latexify_py-67,wandering,29,1.0
google__latexify_py-67,wandering,41,-0.0
google__latexify_py-67,wandering,24,-0.0
google__latexify_py-67,wandering,49,1.0
google__latexify_py-67,wandering,27,1.0
google__mobly-472,wandering,39,1.8464393446710154
hugovk__pypistats-41,wandering,35,1.0
hugovk__pypistats-41,wandering,37,1.0
hugovk__pypistats-41,wandering,41,1.0
iris-hep__func_adl-116,wandering,52,1.6854752972273346
iris-hep__func_adl-116,wandering,30,-0.0
iterative__dvc-3462,wandering,42,-0.0
iterative__dvc-3462,wandering,114,0.8812908992306927
iterative__dvc-3462,wandering,32,2.5219280948873624
iterative__dvc-3462,wandering,85,1.4854752972273344
iterative__dvc-5785,wandering,136,0.4689955935892812
iterative__dvc-5785,wandering,42,1.3567796494470394
iterative__dvc-6303,wandering,46,-0.0
iterative__dvc-6303,wandering,59,1.5219280948873621
iterative__dvc-6303,wandering,53,-0.0
iterative__dvc-7205,wandering,65,-0.0
iterative__dvc-7205,wandering,61,-0.0
iterative__dvc-7205,wandering,55,-0.0
iterative__dvc-7205,wandering,31,-0.0
iterative__dvc-7205,wandering,61,-0.0
iterative__dvc-7205,wandering,44,-0.0
just-work__fffw-100,wandering,11,2.8464393446710154
just-work__fffw-100,wandering,222,1.1567796494470395
matchms__matchms-187,wandering,48,1.3609640474436813
matchms__matchms-187,wandering,137,-0.0
matchms__matchms-187,wandering,18,1.295461844238322
meerk40t__svgelements-183,wandering,48,1.3609640474436813
meerk40t__svgelements-183,wandering,35,1.0
meerk40t__svgelements-183,wandering,39,0.9219280948873623
meerk40t__svgelements-183,wandering,40,2.0464393446710156
meerk40t__svgelements-183,wandering,37,2.1219280948873624
meerk40t__svgelements-183,wandering,28,0.7219280948873623
nipy__nipype-2597,wandering,87,1.0
nipy__nipype-2597,wandering,57,1.9709505944546686
nipy__nipype-2597,wandering,46,0.7219280948873623
nipy__nipype-2597,wandering,23,0.8812908992306927
nose-devs__nose2-472,wandering,148,1.8464393446710154
nose-devs__nose2-472,wandering,31,-0.0
nose-devs__nose2-472,wandering,58,1.9219280948873623
nose-devs__nose2-472,wandering,59,2.4464393446710155
nose-devs__nose2-472,wandering,33,1.5709505944546684
nose-devs__nose2-472,wandering,26,1.5709505944546684
nose-devs__nose2-472,wandering,24,-0.0
nose-devs__nose2-472,wandering,45,2.1219280948873624
nose-devs__nose2-472,wandering,51,1.9219280948873623
oasis-open__cti-python-stix2-74,wandering,56,1.5219280948873621
oasis-open__cti-python-stix2-74,wandering,23,0.9709505944546686
oasis-open__cti-python-stix2-74,wandering,44,1.5709505944546684
oasis-open__cti-python-stix2-74,wandering,69,-0.0
oasis-open__cti-python-stix2-74,wandering,54,-0.0
omni-us__jsonargparse-176,wandering,31,-0.0
omni-us__jsonargparse-176,wandering,38,2.4464393446710155
omni-us__jsonargparse-176,wandering,40,0.4689955935892812
omni-us__jsonargparse-176,wandering,48,1.9219280948873623
omni-us__jsonargparse-176,wandering,272,-0.0
omni-us__jsonargparse-176,wandering,32,1.295461844238322
pact-foundation__pact-python-94,wandering,125,1.0
pact-foundation__pact-python-94,wandering,43,-0.0
peterbe__premailer-218,wandering,48,-0.0
peterbe__premailer-218,wandering,47,-0.0
peterbe__premailer-218,wandering,34,-0.0
peterbe__premailer-218,wandering,36,1.5709505944546684
peterbe__premailer-218,wandering,41,-0.0
planetlabs__planet-client-python-621,wandering,27,-0.0
planetlabs__planet-client-python-621,wandering,14,0.9219280948873623
planetlabs__planet-client-python-621,wandering,40,1.0
ppizarror__pygame-menu-357,wandering,44,1.8464393446710154
ppizarror__pygame-menu-357,wandering,44,0.9709505944546686
ppizarror__pygame-menu-357,wandering,91,0.9709505944546686
ppizarror__pygame-menu-357,wandering,66,-0.0
ppizarror__pygame-menu-357,wandering,68,-0.0
ppizarror__pygame-menu-357,wandering,64,0.8812908992306927
pre-commit__pre-commit-1707,wandering,33,1.295461844238322
pvlib__pvlib-python-1296,wandering,38,0.7219280948873623
pydantic__pydantic-1989,wandering,34,1.5709505944546684
pydantic__pydantic-1989,wandering,91,1.0
pydantic__pydantic-4350,wandering,11,2.721928094887362
pydantic__pydantic-4350,wandering,23,-0.0
python-visualization__folium-1633,wandering,26,-0.0
python-visualization__folium-1633,wandering,39,0.8812908992306927
python-visualization__folium-1633,wandering,34,0.9709505944546686
python-visualization__folium-1633,wandering,25,-0.0
python-visualization__folium-1633,wandering,33,1.0
pyvista__pyvista-432,wandering,64,0.8812908992306927
reata__sqllineage-17,wandering,40,2.321928094887362
reata__sqllineage-17,wandering,27,0.8812908992306927
reata__sqllineage-17,wandering,32,1.0
reata__sqllineage-17,wandering,34,1.0
reata__sqllineage-17,wandering,26,1.5709505944546684
reata__sqllineage-17,wandering,21,-0.0
reata__sqllineage-17,wandering,38,1.0
reata__sqllineage-17,wandering,37,-0.0
reata__sqllineage-17,wandering,29,1.8464393446710154
reata__sqllineage-17,wandering,43,1.7219280948873623
reata__sqllineage-17,wandering,116,0.9219280948873623
reata__sqllineage-17,wandering,21,1.360964047443681
reata__sqllineage-17,wandering,39,1.5709505944546684
reata__sqllineage-17,wandering,42,0.8812908992306927
reata__sqllineage-17,wandering,39,1.0
reata__sqllineage-17,wandering,42,1.0
reata__sqllineage-17,wandering,29,1.0
reata__sqllineage-17,wandering,23,1.7709505944546688
reata__sqllineage-17,wandering,32,1.0
reata__sqllineage-17,wandering,170,1.0
reata__sqllineage-17,wandering,37,-0.0
reata__sqllineage-17,wandering,36,-0.0
reata__sqllineage-17,wandering,20,-0.0
reata__sqllineage-17,wandering,55,2.321928094887362
reata__sqllineage-17,wandering,39,1.5709505944546684
reata__sqllineage-17,wandering,20,0.4689955935892812
reata__sqllineage-17,wandering,36,1.5219280948873621
reata__sqllineage-17,wandering,32,1.0
reata__sqllineage-17,wandering,51,-0.0
reata__sqllineage-17,wandering,31,1.0
reata__sqllineage-17,wandering,27,-0.0
reata__sqllineage-17,wandering,50,0.9709505944546686
reata__sqllineage-17,wandering,30,-0.0
reata__sqllineage-17,wandering,33,1.0
robotpy__robotpy-cppheaderparser-28,wandering,158,-0.0
robotpy__robotpy-cppheaderparser-28,wandering,49,1.7609640474436812
robotpy__robotpy-cppheaderparser-28,wandering,44,2.321928094887362
robotpy__robotpy-cppheaderparser-28,wandering,53,1.5709505944546684
robotpy__robotpy-cppheaderparser-28,wandering,132,-0.0
robotpy__robotpy-cppheaderparser-28,wandering,71,2.4464393446710155
robotpy__robotpy-cppheaderparser-28,wandering,26,0.4689955935892812
robotpy__robotpy-cppheaderparser-28,wandering,19,2.6464393446710153
robotpy__robotpy-cppheaderparser-28,wandering,147,-0.0
scikit-hep__cabinetry-396,wandering,42,0.8812908992306927
scikit-hep__cabinetry-396,wandering,44,0.8812908992306927
scikit-hep__cabinetry-396,wandering,53,0.4689955935892812
scikit-hep__cabinetry-396,wandering,45,0.8812908992306927
scikit-hep__cabinetry-396,wandering,49,1.0
scrapy__itemadapter-18,wandering,26,1.5709505944546684
scrapy__itemadapter-18,wandering,21,-0.0
scrapy__itemadapter-18,wandering,38,1.3609640474436813
serge-sans-paille__beniget-70,wandering,40,0.8812908992306927
serge-sans-paille__beniget-70,wandering,95,0.8812908992306927
serge-sans-paille__beniget-70,wandering,30,-0.0
serge-sans-paille__beniget-70,wandering,36,0.9709505944546686
serge-sans-paille__beniget-70,wandering,55,2.2464393446710154
serge-sans-paille__beniget-70,wandering,50,1.0
serge-sans-paille__gast-59,wandering,49,1.0
serge-sans-paille__gast-59,wandering,40,-0.0
serge-sans-paille__gast-59,wandering,46,0.7219280948873623
serge-sans-paille__gast-59,wandering,130,1.8464393446710154
serge-sans-paille__gast-59,wandering,54,1.0
serge-sans-paille__gast-59,wandering,49,-0.0
serge-sans-paille__gast-59,wandering,45,-0.0
serge-sans-paille__gast-59,wandering,67,-0.0
serge-sans-paille__gast-59,wandering,50,-0.0
serge-sans-paille__gast-59,wandering,34,-0.0
serge-sans-paille__gast-59,wandering,55,1.5219280948873621
serge-sans-paille__gast-59,wandering,28,2.6464393446710153
serge-sans-paille__gast-59,wandering,48,-0.0
serge-sans-paille__gast-59,wandering,37,0.8812908992306927
serge-sans-paille__gast-59,wandering,38,-0.0
serge-sans-paille__gast-59,wandering,56,-0.0
serge-sans-paille__gast-59,wandering,29,0.4689955935892812
serge-sans-paille__gast-59,wandering,31,1.5709505944546684
serge-sans-paille__gast-59,wandering,40,1.0
serge-sans-paille__gast-59,wandering,24,-0.0
serge-sans-paille__gast-59,wandering,62,-0.0
serge-sans-paille__gast-59,wandering,23,0.4689955935892812
serge-sans-paille__gast-59,wandering,30,2.3709505944546687
serge-sans-paille__gast-59,wandering,38,-0.0
serge-sans-paille__gast-59,wandering,39,1.5709505944546684
sqlfluff__sqlfluff-3354,wandering,56,0.8812908992306927
tobymao__sqlglot-2582,wandering,36,0.8812908992306927
tobymao__sqlglot-2582,wandering,36,1.6854752972273346
tobymao__sqlglot-2582,wandering,53,-0.0
tobymao__sqlglot-2582,wandering,14,1.721928094887362
tobymao__sqlglot-2582,wandering,33,1.8464393446710154
tobymao__sqlglot-2582,wandering,62,-0.0
tobymao__sqlglot-2582,wandering,167,0.9709505944546686
tobymao__sqlglot-2582,wandering,40,1.0
tobymao__sqlglot-2591,wandering,33,1.7219280948873623
tobymao__sqlglot-2591,wandering,91,1.5219280948873621
tobymao__sqlglot-2591,wandering,35,1.3709505944546687
tobymao__sqlglot-2591,wandering,36,0.4689955935892812
tobymao__sqlglot-2591,wandering,41,1.4854752972273344
tobymao__sqlglot-2591,wandering,36,0.8812908992306927
tobymao__sqlglot-2591,wandering,31,-0.0
Backblaze__B2_Command_Line_Tool-180,wandering,23,1.5709505944546684
Backblaze__B2_Command_Line_Tool-180,wandering,6,2.2516291673878226
Backblaze__B2_Command_Line_Tool-180,wandering,177,-0.0
Backblaze__B2_Command_Line_Tool-180,wandering,34,0.9219280948873623
Backblaze__B2_Command_Line_Tool-180,wandering,70,1.0
Backblaze__B2_Command_Line_Tool-180,wandering,7,1.5566567074628228
Backblaze__B2_Command_Line_Tool-180,wandering,91,1.0
Backblaze__B2_Command_Line_Tool-180,wandering,51,2.321928094887362
DCC-Lab__RayTracing-196,wandering,47,1.8464393446710154
DCC-Lab__RayTracing-196,wandering,36,0.7219280948873623
DCC-Lab__RayTracing-196,wandering,48,2.1219280948873624
DCC-Lab__RayTracing-196,wandering,48,0.4689955935892812
DCC-Lab__RayTracing-196,wandering,37,-0.0
DCC-Lab__RayTracing-196,wandering,41,-0.0
DCC-Lab__RayTracing-273,wandering,29,-0.0
DCC-Lab__RayTracing-273,wandering,41,1.4854752972273344
J-CPelletier__webcomix-7,wandering,46,1.5709505944546684
J-CPelletier__webcomix-7,wandering,50,1.4854752972273344
J-CPelletier__webcomix-7,wandering,49,1.0
J-CPelletier__webcomix-7,wandering,52,2.1219280948873624
J-CPelletier__webcomix-7,wandering,31,-0.0
PyCQA__pyflakes-729,wandering,27,-0.0
PyCQA__pyflakes-729,wandering,29,2.5219280948873624
PyCQA__pyflakes-729,wandering,31,-0.0
Shoobx__mypy-zope-88,wandering,173,0.8812908992306927
Shoobx__mypy-zope-88,wandering,45,1.5219280948873621
ameily__cincoconfig-40,wandering,25,1.3567796494470397
ameily__cincoconfig-40,wandering,46,0.9709505944546686
ameily__cincoconfig-40,wandering,23,-0.0
ameily__cincoconfig-40,wandering,56,2.1709505944546685
ameily__cincoconfig-40,wandering,64,1.0
andialbrecht__sqlparse-445,wandering,49,1.5709505944546684
andialbrecht__sqlparse-445,wandering,166,1.5709505944546684
andialbrecht__sqlparse-445,wandering,46,1.295461844238322
andialbrecht__sqlparse-445,wandering,41,1.5709505944546684
andialbrecht__sqlparse-445,wandering,46,1.9219280948873623
andialbrecht__sqlparse-445,wandering,40,1.4854752972273344
andialbrecht__sqlparse-445,wandering,46,1.3709505944546687
andialbrecht__sqlparse-445,wandering,78,1.3709505944546687
andialbrecht__sqlparse-445,wandering,35,1.4854752972273344
andialbrecht__sqlparse-445,wandering,50,1.9709505944546686
andialbrecht__sqlparse-445,wandering,31,1.9219280948873623
andialbrecht__sqlparse-445,wandering,74,2.1709505944546685
andialbrecht__sqlparse-445,wandering,29,1.0
andialbrecht__sqlparse-445,wandering,37,1.0
andialbrecht__sqlparse-445,wandering,37,0.8812908992306927
andialbrecht__sqlparse-445,wandering,30,-0.0
andialbrecht__sqlparse-445,wandering,38,-0.0
andialbrecht__sqlparse-445,wandering,38,1.0
andialbrecht__sqlparse-445,wandering,150,1.7709505944546688
andialbrecht__sqlparse-445,wandering,33,1.5709505944546684
andialbrecht__sqlparse-445,wandering,37,-0.0
andialbrecht__sqlparse-445,wandering,30,-0.0
andialbrecht__sqlparse-445,wandering,37,0.8812908992306927
andialbrecht__sqlparse-445,wandering,127,0.7219280948873623
andialbrecht__sqlparse-445,wandering,38,1.0
andialbrecht__sqlparse-445,wandering,39,1.0
andialbrecht__sqlparse-445,wandering,37,1.0
andialbrecht__sqlparse-445,wandering,31,-0.0
andialbrecht__sqlparse-445,wandering,72,1.3709505944546687
andialbrecht__sqlparse-445,wandering,104,-0.0
andialbrecht__sqlparse-445,wandering,41,1.0
andialbrecht__sqlparse-445,wandering,69,1.5709505944546684
andialbrecht__sqlparse-445,wandering,91,1.8464393446710154
andialbrecht__sqlparse-445,wandering,33,1.0
andialbrecht__sqlparse-445,wandering,46,1.0
andialbrecht__sqlparse-445,wandering,45,2.1709505944546685
andialbrecht__sqlparse-445,wandering,74,1.7609640474436812
andialbrecht__sqlparse-445,wandering,39,1.0
andialbrecht__sqlparse-445,wandering,42,1.8954618442383218
andialbrecht__sqlparse-445,wandering,51,1.721928094887362
andialbrecht__sqlparse-445,wandering,106,1.0
andialbrecht__sqlparse-445,wandering,208,1.5219280948873621
andialbrecht__sqlparse-445,wandering,36,0.9709505944546686
asottile__pyupgrade-208,wandering,46,0.8812908992306927
asottile__pyupgrade-208,wandering,27,0.4689955935892812
asottile__pyupgrade-208,wandering,44,-0.0
asottile__pyupgrade-208,wandering,46,2.2464393446710154
asottile__pyupgrade-208,wandering,30,-0.0
asottile__pyupgrade-208,wandering,33,0.7219280948873623
asottile__pyupgrade-208,wandering,39,-0.0
asottile__pyupgrade-208,wandering,36,0.8812908992306927
asottile__pyupgrade-208,wandering,33,0.4689955935892812
asottile__pyupgrade-208,wandering,30,1.0
asottile__pyupgrade-208,wandering,42,2.721928094887362
asottile__pyupgrade-208,wandering,59,0.9709505944546686
asottile__pyupgrade-208,wandering,41,1.0
astarte-platform__astarte-device-sdk-python-98,wandering,52,0.8812908992306927
astarte-platform__astarte-device-sdk-python-98,wandering,51,1.1567796494470395
astarte-platform__astarte-device-sdk-python-98,wandering,80,1.0
betodealmeida__shillelagh-340,wandering,36,-0.0
canonical__charmcraft-403,wandering,62,1.0
canonical__charmcraft-403,wandering,48,0.4689955935892812
canonical__charmcraft-530,wandering,16,0.9219280948873623
canonical__charmcraft-530,wandering,24,-0.0
cekit__cekit-510,wandering,6,1.9182958340544893
cekit__cekit-510,wandering,93,1.0
cekit__cekit-510,wandering,37,1.8464393446710154
cekit__cekit-510,wandering,31,0.8812908992306927
cekit__cekit-510,wandering,106,0.9709505944546686
cekit__cekit-510,wandering,101,-0.0
cookiecutter__cookiecutter-839,wandering,14,1.9709505944546686
cookiecutter__cookiecutter-839,wandering,43,-0.0
cookiecutter__cookiecutter-839,wandering,106,-0.0
dandi__dandi-cli-59,wandering,125,1.0
dandi__dandi-cli-59,wandering,35,1.9709505944546686
dandi__dandi-cli-59,wandering,198,3.1219280948873624
datosgobar__pydatajson-212,wandering,20,-0.0
datosgobar__pydatajson-212,wandering,33,0.7219280948873623
datosgobar__pydatajson-212,wandering,43,-0.0
docker__docker-py-822,wandering,64,3.321928094887362
docker__docker-py-822,wandering,45,2.6464393446710153
docker__docker-py-822,wandering,59,1.0
docker__docker-py-822,wandering,60,1.7219280948873623
docker__docker-py-822,wandering,163,-0.0
docker__docker-py-822,wandering,60,1.0
eEcoLiDAR__laserchicken-135,wandering,36,1.0
eEcoLiDAR__laserchicken-135,wandering,50,1.295461844238322
eWaterCycle__grpc4bmi-133,wandering,23,1.0
ebroecker__canmatrix-470,wandering,31,1.0
ebroecker__canmatrix-470,wandering,35,1.4854752972273344
ebroecker__canmatrix-470,wandering,29,1.0
facelessuser__pymdown-extensions-2039,wandering,50,1.5709505944546684
facelessuser__pymdown-extensions-2039,wandering,31,0.8812908992306927
facelessuser__pymdown-extensions-2039,wandering,136,1.3609640474436813
facelessuser__pymdown-extensions-2039,wandering,40,2.4464393446710155
facelessuser__pymdown-extensions-2039,wandering,38,0.9709505944546686
facelessuser__pymdown-extensions-2039,wandering,32,-0.0
fair-workflows__nanopub-140,wandering,22,0.7219280948873623
fair-workflows__nanopub-140,wandering,29,0.4689955935892812
fair-workflows__nanopub-140,wandering,30,2.1709505944546685
fair-workflows__nanopub-140,wandering,56,1.9709505944546686
fair-workflows__nanopub-140,wandering,27,-0.0
fair-workflows__nanopub-140,wandering,10,2.321928094887362
fatiando__pooch-171,wandering,36,1.4854752972273344
fatiando__pooch-171,wandering,14,-0.0
fatiando__pooch-171,wandering,22,0.4689955935892812
fatiando__pooch-171,wandering,15,1.3567796494470397
fatiando__pooch-171,wandering,44,1.0
gibsramen__evident-23,wandering,45,1.5709505944546684
glotzerlab__signac-323,wandering,33,0.8812908992306927
glotzerlab__signac-323,wandering,43,1.9709505944546686
glotzerlab__signac-323,wandering,34,2.4464393446710155
glotzerlab__signac-323,wandering,35,1.0
googleapis__python-api-core-546,wandering,37,1.0
iterative__dvc-2424,wandering,65,-0.0
iterative__dvc-2424,wandering,37,-0.0
iterative__dvc-2424,wandering,50,1.8464393446710154
iterative__dvc-2424,wandering,47,2.2464393446710154
iterative__dvc-2424,wandering,44,-0.0
iterative__dvc-2424,wandering,53,-0.0
iterative__dvc-2424,wandering,52,-0.0
iterative__dvc-2424,wandering,40,0.9709505944546686
iterative__dvc-3349,wandering,41,1.0
iterative__dvc-3349,wandering,42,-0.0
iterative__dvc-3349,wandering,53,1.0
iterative__dvc-3349,wandering,49,-0.0
iterative__dvc-3349,wandering,332,-0.0
iterative__dvc-3534,wandering,46,1.3609640474436813
iterative__dvc-3534,wandering,292,-0.0
iterative__dvc-3534,wandering,56,-0.0
iterative__dvc-3534,wandering,43,1.0
iterative__dvc-3534,wandering,44,1.0
iterative__dvc-3534,wandering,48,1.0
iterative__dvc-3726,wandering,49,1.3567796494470397
iterative__dvc-3726,wandering,39,-0.0
iterative__dvc-3726,wandering,26,0.4689955935892812
iterative__dvc-3726,wandering,51,1.3742527851322262
iterative__dvc-3726,wandering,37,-0.0
iterative__dvc-3726,wandering,65,1.5709505944546684
iterative__dvc-3726,wandering,17,-0.0
iterative__dvc-3726,wandering,25,-0.0
iterative__dvc-8129,wandering,46,-0.0
iterative__dvc-8129,wandering,51,1.0
iterative__dvc-8129,wandering,41,-0.0
iterative__dvc-8129,wandering,46,1.0
iterative__dvc-8425,wandering,53,-0.0
iterative__dvc-8425,wandering,52,2.446439344671016
iterative__dvc-8425,wandering,74,0.7219280948873623
iterative__dvc-9212,wandering,52,1.0
iterative__dvc-9212,wandering,69,0.8812908992306927
iterative__dvc-9212,wandering,56,-0.0
iterative__dvc-9212,wandering,69,1.0
iterative__dvc-9212,wandering,96,1.8464393446710154
iterative__dvc-9212,wandering,36,1.5709505944546684
iterative__dvc-9212,wandering,17,0.9709505944546686
konradhalas__dacite-216,wandering,46,2.1219280948873624
konradhalas__dacite-216,wandering,81,1.5709505944546684
konradhalas__dacite-216,wandering,36,-0.0
konradhalas__dacite-216,wandering,46,2.321928094887362
marshmallow-code__apispec-webframeworks-64,wandering,62,0.9709505944546686
multiply-org__multiply-ui-13,wandering,49,1.0
multiply-org__multiply-ui-13,wandering,109,1.4854752972273344
package-url__packageurl-python-29,wandering,48,1.0
package-url__packageurl-python-29,wandering,39,0.9709505944546686
package-url__packageurl-python-29,wandering,46,-0.0
package-url__packageurl-python-29,wandering,28,0.7219280948873623
package-url__packageurl-python-29,wandering,48,0.9219280948873623
pydantic__pydantic-2167,wandering,27,1.0
pydantic__pydantic-2167,wandering,36,0.9709505944546686
pydantic__pydantic-2167,wandering,37,2.2464393446710154
pydantic__pydantic-2167,wandering,41,1.5709505944546687
pydantic__pydantic-2167,wandering,49,1.0
pydantic__pydantic-2167,wandering,17,0.4689955935892812
pydantic__pydantic-2167,wandering,53,-0.0
pydantic__pydantic-2167,wandering,35,1.570950594454669
pydantic__pydantic-2167,wandering,17,0.4689955935892812
pydantic__pydantic-2167,wandering,41,2.321928094887362
pydantic__pydantic-2167,wandering,42,-0.0
pydantic__pydantic-2167,wandering,29,2.170950594454669
pydantic__pydantic-2167,wandering,31,0.8812908992306927
pydantic__pydantic-2167,wandering,29,1.5709505944546684
pylint-dev__astroid-1092,wandering,37,0.9709505944546686
pylint-dev__astroid-984,wandering,42,-0.0
ramonsaraiva__pubg-python-87,wandering,65,1.4854752972273344
repobee__repobee-feedback-24,wandering,108,1.5709505944546684
repobee__repobee-feedback-24,wandering,34,1.0
repobee__repobee-feedback-24,wandering,37,1.3709505944546687
rust-lang__highfive-249,wandering,43,-0.0
rust-lang__highfive-249,wandering,218,-0.0
rust-lang__highfive-249,wandering,45,1.5709505944546684
rust-lang__highfive-249,wandering,32,-0.0
rust-lang__highfive-249,wandering,35,-0.0
rust-lang__highfive-249,wandering,33,-0.0
rust-lang__highfive-249,wandering,34,-0.0
sqlfluff__sqlfluff-2625,wandering,38,-0.0
sqlfluff__sqlfluff-2625,wandering,8,1.5487949406953985
sqlfluff__sqlfluff-3700,wandering,25,1.584962500721156
sqlfluff__sqlfluff-3700,wandering,67,2.4464393446710155
tobymao__sqlglot-3092,wandering,187,-0.0
tobymao__sqlglot-3092,wandering,53,1.0
tobymao__sqlglot-3092,wandering,16,2.6464393446710153
tobymao__sqlglot-3092,wandering,97,1.5709505944546684
tobymao__sqlglot-3092,wandering,31,2.246439344671016
tobymao__sqlglot-3092,wandering,17,1.9609640474436814
tobymao__sqlglot-3092,wandering,9,2.725480556997868
wireservice__agate-637,wandering,65,-0.0
wireservice__agate-637,wandering,110,1.0
wireservice__agate-637,wandering,50,1.1567796494470395
wireservice__agate-637,wandering,44,1.3567796494470394
wireservice__agate-637,wandering,71,1.1567796494470395
wireservice__agate-637,wandering,48,-0.0
wireservice__agate-637,wandering,51,1.3709505944546687
