iid,text_doubt_density,text_exploration_density,text_completion_density,text_thinking_length_mean,text_thinking_length_std,text_thinking_length_final,text_content_length_mean,text_content_length_final,text_thinking_to_content_ratio_mean,text_doubt_density_late,text_ngram_overlap_late,tool_entropy_full,tool_entropy_first10,tool_entropy_last10,tool_diversity_count,tool_top_fraction,tool_switching_rate,tool_repetition_max_run,tool_calls_per_turn_mean,tool_total_calls,L11_norm_mean,L11_norm_std,L11_norm_late_mean,L11_cosine_consec_mean,L11_cosine_consec_late,L11_drift_first_last,L23_norm_mean,L23_norm_std,L23_norm_late_mean,L23_cosine_consec_mean,L23_cosine_consec_late,L23_drift_first_last,L31_norm_mean,L31_norm_std,L31_norm_late_mean,L31_cosine_consec_mean,L31_cosine_consec_late,L31_drift_first_last,L43_norm_mean,L43_norm_std,L43_norm_late_mean,L43_cosine_consec_mean,L43_cosine_consec_late,L43_drift_first_last,L55_norm_mean,L55_norm_std,L55_norm_late_mean,L55_cosine_consec_mean,L55_cosine_consec_late,L55_drift_first_last,cross_layer_norm_range_late_mean,cross_layer_norm_cv_late_mean,n_turns,patch_n_bytes,probe_score_final,probe_score_first,probe_score_trajectory_mean,probe_score_trajectory_late_mean,probe_score_volatility,probe_first_threshold_cross_turn,detector_v1_fire_turn,detector_v4_fire_turn,detector_v5_fire_turn,sub_class
instance_qutebrowser__qutebrowser-44e64199ed38003253f0296badd4a447645067b6-v2ef375ac784985212b1805e1d0431dc8f1b3c171,0.05405405405405406,0.4594594594594595,0.05405405405405406,59.21621621621622,118.69268406497449,93.0,86.02702702702703,0.0,32.09585638592501,0.0,0.011063218390804597,0.9228063975853574,1.0,0.9219280948873623,3.0,0.7567567567567568,0.3055555555555556,19.0,1.0,37.0,33.2576082590464,1.4849093703400922,33.64705982208252,0.976400739616818,0.9725099980831147,0.9812353253364563,43.629432781322585,4.756324637576004,45.23698425292969,0.9068762593799167,0.8986161649227142,0.9129731059074402,53.85699308240736,4.63630753184917,55.776573944091794,0.824558855758773,0.811241090297699,0.8141515254974365,68.32563441508525,6.591719116802271,66.35702514648438,0.7758442792627547,0.7331613957881927,0.7182902693748474,155.79740060342326,11.873052027613866,148.2880760192871,0.7285505185524622,0.6445138573646545,0.6818157434463501,114.64101619720459,0.5833029970607602,37.0,5637.0,0.999999110867786,0.9999999737955261,0.603017736104705,0.8802954288198761,0.4559005987825564,0.0,,21.0,,success
instance_internetarchive__openlibrary-b4f7c185ae5f1824ac7f3a18e8adf6a4b468459c-v08d8e8889ec945ab821fb156c04c7d2e2810debb,0.1,0.52,0.12,212.86,551.6844391497733,513.0,117.66,0.0,94.29414342598069,0.0,0.1706674172061169,0.7300166301457938,0.8812908992306927,0.9182958340544896,2.0,0.7959183673469388,0.3541666666666667,21.0,0.98,49.0,32.49204180191974,1.652620964713846,32.56436042785644,0.9798201968272527,0.9790410101413727,0.9850035309791565,42.76160625535615,5.662148680110765,41.25485801696777,0.9123859703540802,0.9095870137214661,0.9233022332191467,54.447903146549145,5.049731302632202,53.35881309509277,0.8486532780031363,0.8648267984390259,0.8427029848098755,69.85531476079201,4.546124136245574,71.93992538452149,0.8338035146395365,0.856875765323639,0.7674061059951782,157.32125418526786,7.6397239404988015,153.94933624267577,0.7879765493174394,0.7781095206737518,0.6855727434158325,121.38497581481934,0.6210180834688335,50.0,3364.0,0.00035787317869250066,0.9999949441380981,0.26090353452139636,0.15611777953793024,0.36518190378039467,0.0,,25.0,,locked
instance_internetarchive__openlibrary-b112069e31e0553b2d374abb5f9c5e05e8f3dbbe-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,0.10869565217391304,0.5,0.21739130434782608,138.7391304347826,322.26949529740455,1269.0,718.8478260869565,0.0,126.78441345365054,0.1,0.03262770334688143,0.8986883355798944,0.9709505944546686,0.9219280948873623,3.0,0.7608695652173914,0.24444444444444444,12.0,1.0,46.0,32.542924756589144,1.4471889254026415,33.214437103271486,0.9751673526234097,0.9810484290122986,0.9812688827514648,41.350896503614344,4.989329762874588,41.29274139404297,0.8896844930118984,0.9076164484024047,0.8935930132865906,52.75389588397482,4.073080744993163,53.076063537597655,0.814516105916765,0.8389935851097107,0.7762189507484436,68.6316089630127,6.658055218536366,67.86805076599121,0.7648981372515361,0.7511012017726898,0.7114531397819519,154.8622526085895,7.814268523326761,152.66663513183593,0.7046213196383582,0.7415821731090546,0.650392472743988,119.45219802856445,0.6211399085181647,46.0,2194.0,0.999999603992017,0.9999957327684911,0.5814224939526308,0.9034466379883261,0.456657776018644,0.0,,23.0,,success
instance_internetarchive__openlibrary-322d7a46cdc965bfabbf9500e98fde098c9d95b2-v13642507b4fc1f8d234172bf8129942da2c2ca26,0.02,0.26,0.0,73.66,159.15597506848434,103.0,39.2,0.0,68.05717171717171,0.0,0.04408258252539487,0.7682814090975242,1.0,-0.0,2.0,0.7755102040816326,0.2916666666666667,13.0,0.98,49.0,32.61340421559859,1.4253432499072167,33.71072082519531,0.9822262848416964,0.9783797681331634,0.9824661612510681,40.648417570153065,4.764637498241115,45.242713928222656,0.92587182422479,0.9182922601699829,0.8736261129379272,52.333916878213685,4.249977030397998,56.76637496948242,0.8671360972026984,0.8402970552444458,0.6710383296012878,68.14666436643017,5.282358931965759,68.21902961730957,0.8200146195789179,0.752265065908432,0.6271252036094666,154.1043648233219,8.604785621849828,146.38455200195312,0.7716546965142091,0.682955014705658,0.6363274455070496,112.67383117675782,0.5715398794714626,50.0,25116.0,6.419324829987398e-07,0.9999999999645257,0.44338962471563176,0.6331347941699866,0.45498585725279495,0.0,,25.0,,locked
instance_internetarchive__openlibrary-d109cc7e6e161170391f98f9a6fa1d02534c18e4-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,0.12,0.36,0.06,359.68,462.4020086461563,173.0,66.36,0.0,309.0763524681707,0.0,0.05928212170028456,0.584238811642856,-0.0,0.9709505944546686,2.0,0.86,0.2653061224489796,29.0,1.0,50.0,32.481758460998535,1.3878246115042612,33.017941284179685,0.9827670418486303,0.9770391643047333,0.9828131198883057,39.89178550720215,4.997296222133351,41.67011642456055,0.9185174630612744,0.9143757879734039,0.9078076481819153,52.60527435302734,4.269217319926886,53.98051071166992,0.8470070982465938,0.8455552518367767,0.8175813555717468,70.29374153137206,5.630422935552412,71.76570892333984,0.8284852091146975,0.830938595533371,0.7396337389945984,158.35578552246093,9.086702505489312,156.95943603515624,0.7771376754556384,0.753736412525177,0.7529128789901733,123.94149475097656,0.6270965087957969,50.0,4172.0,0.1962950839883587,0.9999990931548878,0.34024339076678295,0.48192447725481175,0.43905298554975286,0.0,,27.0,,locked
instance_internetarchive__openlibrary-5de7de19211e71b29b2f2ba3b1dff2fe065d660f-v08d8e8889ec945ab821fb156c04c7d2e2810debb,0.18,0.52,0.14,79.18,362.9981647336527,0.0,164.42,8.0,19.444985023534446,0.1,0.13793103448275862,0.4021791902022728,0.7219280948873623,-0.0,2.0,0.92,0.16326530612244897,19.0,1.0,50.0,32.62262901306153,1.4585052641145642,33.286916732788086,0.9776506083352225,0.97605801820755,0.9715405702590942,44.54958023071289,5.074772188255361,46.20218162536621,0.9146130267454653,0.9144044339656829,0.8492114543914795,55.4158757019043,4.78931138097853,56.69697875976563,0.8439011160208254,0.8645740568637847,0.7382216453552246,70.2988705444336,6.4021332076133515,72.7972255706787,0.811212038507267,0.8199471771717072,0.646911084651947,155.6374447631836,10.732710469350584,154.0627883911133,0.7207812332377141,0.7070164024829865,0.5404055118560791,120.7758716583252,0.5885898576146885,50.0,1042.0,0.8060309828049074,0.9999999792530132,0.35911750551764804,0.4936948538354625,0.4564129693727072,0.0,,25.0,,wandering
instance_internetarchive__openlibrary-308a35d6999427c02b1dbf5211c033ad3b352556-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,0.08,0.52,0.04,74.92,248.56064370692312,0.0,68.34,79.0,44.59709677419355,0.2,0.05263157894736842,0.9248187049730301,0.9709505944546686,-0.0,2.0,0.66,0.3469387755102041,14.0,1.0,50.0,33.46845016479492,1.4091810116222412,33.225798797607425,0.9739814035746516,0.9800747215747834,0.9541230797767639,45.18743057250977,5.2110313075873,45.962134552001956,0.9065278306299326,0.9365424752235413,0.8270955085754395,56.00276908874512,4.425675070149635,55.614376831054685,0.834837227451558,0.8881353855133056,0.6663419604301453,69.68191970825195,4.294765966091798,70.78889846801758,0.8023348000584817,0.8608532905578613,0.6308020353317261,156.3295098876953,5.823272179844732,157.91311340332032,0.7486617504333963,0.8030204892158508,0.5752602815628052,124.68731460571288,0.6112722809287114,50.0,24330.0,0.02024400012105044,0.9999993553708618,0.40955870009743445,0.11882687923718786,0.42948840963673307,0.0,,25.0,,locked
instance_internetarchive__openlibrary-53d376b148897466bb86d5accb51912bbbe9a8ed-v08d8e8889ec945ab821fb156c04c7d2e2810debb,0.1,0.56,0.12,615.94,3463.6864258185965,97.0,70.18,0.0,572.8458271221532,0.1,0.013513513513513514,0.9580420222262995,0.9709505944546686,0.7219280948873623,2.0,0.62,0.30612244897959184,12.0,1.0,50.0,33.35474552154541,1.365351014874801,32.800085639953615,0.9800958402302801,0.9892401397228241,0.9800255298614502,43.344749450683594,5.189920876157593,41.7059383392334,0.9217552202088493,0.955643093585968,0.8930137753486633,54.37236862182617,3.8710981646309857,53.784776306152345,0.844400806086404,0.9043686091899872,0.7780053019523621,69.3607135772705,4.892198360044129,71.44182014465332,0.8257925437421215,0.8790165305137634,0.6738699078559875,155.32788909912108,6.903518695742529,156.4871368408203,0.7725075738770621,0.8071157276630402,0.628811240196228,123.6870512008667,0.625586017734961,50.0,11150.0,0.0001965737859612443,0.9999708664362055,0.3650869868937336,0.1931105736081775,0.4367525771546959,0.0,,27.0,,locked
instance_internetarchive__openlibrary-fad4a40acf5ff5f06cd7441a5c7baf41a7d81fe4-vfa6ff903cb27f336e17654595dd900fa943dcd91,0.11538461538461539,0.6538461538461539,0.038461538461538464,294.3076923076923,1136.1602598641948,0.0,109.46153846153847,833.0,71.27793904208998,0.1,0.019835164835164835,1.1867198445327563,1.0,1.295461844238322,3.0,0.5384615384615384,0.28,9.0,1.0,26.0,33.55906963348389,1.4643118381956803,33.91516761779785,0.9826679205894471,0.9836914300918579,0.9561073780059814,45.157025410578804,4.896480292605765,46.65586395263672,0.9244117498397827,0.9362949252128601,0.8322583436965942,55.44661727318397,4.533870200415408,56.42943687438965,0.8417930579185486,0.8755560100078583,0.6911323070526123,68.75483997051532,5.872418079915898,71.70942497253418,0.8094606518745422,0.8344326138496398,0.6204311847686768,153.04242706298828,8.940823757482333,153.30504302978517,0.7683336067199708,0.8204250156879425,0.5696828961372375,119.3898754119873,0.5852338332463116,26.0,2542.0,0.9996185236695867,0.9999999825181177,0.6042808358500699,0.4737051726324566,0.4492188997008811,0.0,,14.0,,success
instance_internetarchive__openlibrary-30bc73a1395fba2300087c7f307e54bb5372b60a-v76304ecdb3a5954fcf13feb710e8c40fcf24b73c,0.26,0.82,0.28,586.56,1166.4641985076096,165.0,43.08,0.0,288.54235411342233,0.8,0.029417591217535843,0.9684610087601622,0.5032583347756457,0.7219280948873623,2.0,0.6041666666666666,0.3404255319148936,9.0,0.96,48.0,32.16783842748525,0.9970983819437121,31.401878356933594,0.9858361507455508,0.9964638710021972,0.9849986433982849,38.685878286556324,3.180151483725544,38.38544464111328,0.924446156869332,0.961714917421341,0.8978521823883057,51.45551518031529,3.691742775070535,51.103945922851565,0.853448286652565,0.916102123260498,0.7600326538085938,69.37672097342355,5.644338351180868,69.05245933532714,0.8205983160684506,0.8781748652458191,0.6626504063606262,153.81226302166374,8.276697390985479,155.48143005371094,0.7874439073105653,0.8488174080848694,0.7071220278739929,124.07955169677734,0.6522888769049311,50.0,0.0,0.00022979092146305566,0.9999999793271059,0.3674929503817841,0.17450268294155458,0.41293566917778185,0.0,,25.0,,locked
instance_internetarchive__openlibrary-dbbd9d539c6d4fd45d5be9662aa19b6d664b5137-v08d8e8889ec945ab821fb156c04c7d2e2810debb,0.10344827586206896,0.41379310344827586,0.20689655172413793,167.82758620689654,454.68837899997175,0.0,137.10344827586206,859.0,86.2261150630573,0.0,0.04987714688853209,1.04975472279146,0.8812908992306927,1.1567796494470395,3.0,0.6896551724137931,0.4642857142857143,5.0,1.0,29.0,33.38041489699791,1.617367276849714,34.39259147644043,0.9731523990631104,0.9762011468410492,0.9567188620567322,45.054060574235585,5.5187156785069975,47.75743637084961,0.8940453806093761,0.9059098541736603,0.8254870772361755,54.641401619746766,5.261280049103745,57.609745788574216,0.8078143532787051,0.8420327305793762,0.6909642815589905,68.81319979963631,5.911625067566528,69.22748069763183,0.7575795778206417,0.7980868101119996,0.6233212947845459,153.438262413288,10.343081051081082,155.130224609375,0.6948994951588767,0.7637016296386718,0.5507686734199524,120.73763313293458,0.5877259938073522,29.0,3896.0,0.9999999999587903,0.9999999997520512,0.5637147898203314,0.6043079218520953,0.4514022836213955,0.0,,14.0,,success
instance_internetarchive__openlibrary-7f6b722a10f822171501d027cad60afe53337732-ve8c8d62a2b60610a3c4631f5f23ed866bada9818,0.2,0.54,0.1,766.5,3220.551482277531,0.0,43.56,114.0,613.5971613361354,0.0,0.0,0.584238811642856,0.9709505944546686,-0.0,2.0,0.86,0.12244897959183673,24.0,1.0,50.0,31.57005298614502,1.312317131790061,31.537032318115234,0.9862801700222249,0.9857586562633515,0.9565548300743103,39.66844161987305,3.9494699119828307,40.51510810852051,0.9114878189807035,0.9190578162670135,0.8242143392562866,53.38615371704102,3.3361689284597187,52.90771827697754,0.8410370994587334,0.8561752557754516,0.67291259765625,70.57544136047363,5.206033912334927,70.73104820251464,0.8056283647916755,0.7651875227689743,0.5587107539176941,158.98998840332033,9.613897235960614,159.27893524169923,0.7703900054401281,0.7124741807579994,0.48343104124069214,127.74190292358398,0.6492076778329311,50.0,616.0,0.9996362209361405,0.9999970241021363,0.4130700789514888,0.3372826933636559,0.45753432362028973,0.0,,25.0,,wandering
instance_qutebrowser__qutebrowser-deeb15d6f009b3ca0c3bd503a7cef07462bd16b4-v363c8a7e5ccdf6968fc7ab84a2053ac78036691d,0.36,0.52,0.24,695.2,1998.231778348047,135.0,780.72,0.0,266.5364190995421,0.4,0.019738438076555415,0.8708644692353644,1.0,0.9709505944546686,2.0,0.7083333333333334,0.3191489361702128,13.0,0.96,48.0,31.477109789848328,1.2073268701642377,31.808654403686525,0.9849233665364854,0.9803451895713806,0.9830206036567688,37.8585467338562,2.8640177060470227,38.906869125366214,0.9094412073175958,0.9033166289329528,0.9040169715881348,50.58037201563517,3.535773964905457,51.64106216430664,0.8301736940728858,0.8571789741516114,0.8174696564674377,70.39834221204121,6.727739203708018,73.73514709472656,0.8020617556064686,0.8152216672897339,0.7242108583450317,156.64460245768228,8.568293884237036,159.72977600097656,0.7524334262026117,0.7484968811273575,0.6206111311912537,127.92112159729004,0.6548064156143321,50.0,8895.0,3.514585238521142e-06,0.999998387952744,0.3483936780122194,0.21435825335608052,0.4261680464065321,0.0,,26.0,,locked
